blue,green,red,ndwi,brightness,label,source_file
0.3628275,0.30198392,0.3862725,-0.12246664,0.35036132,0,GSL_2025_08.tif
0.36766484,0.29771778,0.38567466,-0.12870607,0.3503524,0,GSL_2025_08.tif
0.37390092,0.30919573,0.39132074,-0.117234774,0.35813913,0,GSL_2025_08.tif
0.3713657,0.3037784,0.38723564,-0.120774835,0.35412657,0,GSL_2025_08.tif
0.36714032,0.3021532,0.38756776,-0.12383911,0.35228708,0,GSL_2025_08.tif
0.3654793,0.30164534,0.38733527,-0.12437187,0.3514866,0,GSL_2025_08.tif
0.35804847,0.29328236,0.38325018,-0.13298354,0.34486032,0,GSL_2025_08.tif
0.37917534,0.3123784,0.3942102,-0.11581232,0.3619213,0,GSL_2025_08.tif
0.36032143,0.29064143,0.37959683,-0.13272186,0.3435199,0,GSL_2025_08.tif
0.34257486,0.27804616,0.36504987,-0.13528861,0.32855698,0,GSL_2025_08.tif
0.3612248,0.29483983,0.3762756,-0.12134373,0.34411338,0,GSL_2025_08.tif
0.4070045,0.3476248,0.41553244,-0.08898237,0.3900539,0,GSL_2025_08.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
0.93974197,0.85639155,0.7925097,0.038742065,0.862881,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
0.7505024,0.74801296,0.7349236,0.008826641,0.74447966,0,GSL_2004_12.tif
0.79663783,0.79532015,0.77161366,0.015129216,0.78785723,0,GSL_2004_12.tif
0.8313607,0.82189727,0.79147846,0.01885413,0.81491214,0,GSL_2004_12.tif
0.86082405,0.8421798,0.8007866,0.025194148,0.8345968,0,GSL_2004_12.tif
1.0,1.0,1.0,0.0,1.0,0,GSL_2004_12.tif
0.22858727,0.14910522,0.14663374,0.008356925,0.1747754,0,GSL_2004_12.tif
0.16516699,0.0775429,0.05897916,0.13597514,0.10056301,0,GSL_2004_12.tif
0.85140294,0.84220773,0.81014913,0.019401727,0.8345866,0,GSL_2004_12.tif
0.85079014,0.8404453,0.8037447,0.022321377,0.83166003,0,GSL_2004_12.tif
0.92289114,0.91304266,0.8544649,0.033141438,0.89679956,0,GSL_2004_12.tif
0.9859029,0.9217991,0.8621991,0.033408083,0.92330045,0,GSL_2004_12.tif
0.99943465,0.93153477,0.877939,0.029619524,0.93630284,0,GSL_2004_12.tif
0.9718606,0.8949423,0.8376667,0.033057407,0.9014899,0,GSL_2004_12.tif
1.0,0.9548107,0.881304,0.040033784,0.94537157,0,GSL_2004_12.tif
0.96818405,0.8943828,0.9139506,-0.010820923,0.9255058,0,GSL_2004_12.tif
0.20565382,0.14899383,0.25284576,-0.25844058,0.2024978,0,GSL_2018_09.tif
0.20377095,0.14768529,0.25227907,-0.2615071,0.20124511,0,GSL_2018_09.tif
0.20360956,0.14918077,0.2536013,-0.25924757,0.20213056,0,GSL_2018_09.tif
0.20780568,0.15114358,0.253255,-0.2525013,0.20406808,0,GSL_2018_09.tif
0.20105423,0.14556669,0.24853268,-0.26126847,0.19838452,0,GSL_2018_09.tif
0.22246519,0.16419788,0.2647775,-0.23446426,0.21714687,0,GSL_2018_09.tif
0.20199567,0.14500588,0.24853268,-0.2630658,0.1985114,0,GSL_2018_09.tif
0.20777878,0.15033352,0.25105128,-0.25092503,0.20305453,0,GSL_2018_09.tif
0.20869331,0.15136167,0.25149202,-0.24855201,0.203849,0,GSL_2018_09.tif
0.21455713,0.15435264,0.25108275,-0.2385827,0.20666416,0,GSL_2018_09.tif
0.20366335,0.14192146,0.24610855,-0.26850197,0.19723111,0,GSL_2018_09.tif
0.21272804,0.15513153,0.25656065,-0.24637064,0.20814008,0,GSL_2018_09.tif
0.21302393,0.1549446,0.2559625,-0.2458406,0.20797701,0,GSL_2018_09.tif
0.21805389,0.16105114,0.26049593,-0.2359038,0.21320032,0,GSL_2018_09.tif
0.23413901,0.17139487,0.26496643,-0.21443547,0.22350012,0,GSL_2018_09.tif
0.20522344,0.14634559,0.24913085,-0.2599017,0.2002333,0,GSL_2018_09.tif
0.21818838,0.15939988,0.26049593,-0.240764,0.21269472,0,GSL_2018_09.tif
0.22472464,0.16373053,0.26068482,-0.22844145,0.21638,0,GSL_2018_09.tif
0.21358879,0.15569234,0.25498655,-0.24178007,0.20808923,0,GSL_2018_09.tif
0.226742,0.1646029,0.26005518,-0.22477388,0.21713336,0,GSL_2018_09.tif
0.21531028,0.1547888,0.25567916,-0.24579287,0.20859276,0,GSL_2018_09.tif
0.21818838,0.15715666,0.25583658,-0.23893774,0.21039386,0,GSL_2018_09.tif
0.22644612,0.16444711,0.25996074,-0.22505097,0.21695133,0,GSL_2018_09.tif
0.2237294,0.15983605,0.25552174,-0.23036875,0.21302907,0,GSL_2018_09.tif
0.22959322,0.16575566,0.26005518,-0.2214582,0.21846803,0,GSL_2018_09.tif
0.056938555,0.07911093,0.036404073,0.3697051,0.05748452,1,GSL_1998_10.tif
0.04674862,0.06286493,0.030260282,0.3501125,0.046624612,1,GSL_1998_10.tif
0.07312257,0.08935083,0.06464188,0.16045427,0.07570509,1,GSL_1998_10.tif
0.06246167,0.07664941,0.050877426,0.20208912,0.0633295,1,GSL_1998_10.tif
0.061519742,0.08044014,0.046919405,0.26319563,0.06295976,1,GSL_1998_10.tif
0.057409517,0.07980015,0.037880946,0.35620716,0.05836354,1,GSL_1998_10.tif
0.055440035,0.07788017,0.02748376,0.47830343,0.05360132,1,GSL_1998_10.tif
0.07590553,0.09058158,0.052885972,0.26274475,0.07312436,1,GSL_1998_10.tif
0.062847,0.08014476,0.049400553,0.23732215,0.064130776,1,GSL_1998_10.tif
0.043794397,0.053412717,0.024825389,0.36538413,0.040677503,1,GSL_1998_10.tif
0.059978407,0.08364011,0.039948568,0.353521,0.06118903,1,GSL_1998_10.tif
0.08219931,0.09865535,0.0674184,0.18808974,0.08275768,1,GSL_1998_10.tif
0.064131446,0.08063707,0.045974206,0.27377173,0.06358091,1,GSL_1998_10.tif
0.053684626,0.065326445,0.047037557,0.16276321,0.055349544,1,GSL_1998_10.tif
0.03959854,0.050360437,0.022403318,0.38421237,0.0374541,1,GSL_1998_10.tif
0.030992756,0.049375832,0.018504374,0.45478654,0.032957654,1,GSL_1998_10.tif
0.062418856,0.07773248,0.05708029,0.15319051,0.06574387,1,GSL_1998_10.tif
0.06554434,0.08575702,0.044969935,0.3119997,0.065423764,1,GSL_1998_10.tif
0.060620632,0.081818596,0.03805817,0.36504206,0.060165796,1,GSL_1998_10.tif
0.04983129,0.05464347,0.02783821,0.32498047,0.044104323,1,GSL_1998_10.tif
0.035102982,0.05218196,0.02506169,0.3510958,0.03744888,1,GSL_1998_10.tif
0.05629633,0.080390915,0.034690898,0.3971055,0.05712605,1,GSL_1998_10.tif
0.06909797,0.08752931,0.045796983,0.31300664,0.06747475,1,GSL_1998_10.tif
0.060920335,0.07635403,0.025357064,0.50138545,0.054210473,1,GSL_1998_10.tif
0.051715143,0.0660649,0.024766315,0.4546689,0.047515452,1,GSL_1998_10.tif
0.2573171,0.16733423,0.19853242,-0.08527178,0.20772791,0,GSL_2016_03.tif
0.32441062,0.1962156,0.22222356,-0.06215456,0.24761659,0,GSL_2016_03.tif
0.36032152,0.2524414,0.2618303,-0.018256642,0.2915311,0,GSL_2016_03.tif
0.37797773,0.2675545,0.27981126,-0.022392245,0.30844784,0,GSL_2016_03.tif
0.39533466,0.28273162,0.2905634,-0.013660975,0.32287654,0,GSL_2016_03.tif
0.29831538,0.201851,0.22191983,-0.04735765,0.2406954,0,GSL_2016_03.tif
0.32907903,0.22695409,0.2380784,-0.02392153,0.26470384,0,GSL_2016_03.tif
0.35218173,0.25000796,0.27203572,-0.04219516,0.29140848,0,GSL_2016_03.tif
0.38126954,0.27043623,0.2869186,-0.02957246,0.3128748,0,GSL_2016_03.tif
0.40742466,0.2977807,0.31255364,-0.024204647,0.33925298,0,GSL_2016_03.tif
0.31549275,0.21427447,0.22125162,-0.016020028,0.2503396,0,GSL_2016_03.tif
0.3287798,0.2288112,0.24409232,-0.03231331,0.26722777,0,GSL_2016_03.tif
0.3421865,0.24200314,0.26669002,-0.048529893,0.28362656,0,GSL_2016_03.tif
0.406886,0.2975245,0.3115817,-0.02307835,0.33866405,0,GSL_2016_03.tif
0.4313054,0.31808087,0.32549265,-0.01151658,0.35829297,0,GSL_2016_03.tif
0.33823633,0.2316289,0.2310318,0.0012905531,0.26696566,0,GSL_2016_03.tif
0.3502665,0.24482083,0.2581855,-0.026569538,0.28442428,0,GSL_2016_03.tif
0.40233728,0.2968201,0.3115817,-0.024262868,0.33691302,0,GSL_2016_03.tif
0.44447276,0.34311995,0.36127236,-0.025770284,0.38295504,0,GSL_2016_03.tif
0.36558846,0.2605743,0.271489,-0.020513842,0.29921725,0,GSL_2016_03.tif
0.34637612,0.24001794,0.2426344,-0.005421003,0.27634284,0,GSL_2016_03.tif
0.38103014,0.26691413,0.25575563,0.021348994,0.30123332,0,GSL_2016_03.tif
0.38893056,0.27376625,0.2827271,-0.016102307,0.3151413,0,GSL_2016_03.tif
0.44249764,0.33517918,0.3468147,-0.017060997,0.37483048,0,GSL_2016_03.tif
0.3925815,0.28574145,0.30799764,-0.037484743,0.32877353,0,GSL_2016_03.tif
0.4303669,0.3151088,0.3031812,0.019291246,0.3495523,0,GSL_2009_10.tif
0.40186265,0.28390518,0.27891898,0.008859229,0.32156226,0,GSL_2009_10.tif
0.40327376,0.28394815,0.27831495,0.010018788,0.32184562,0,GSL_2009_10.tif
0.41054094,0.25871876,0.24328072,0.030753028,0.30418015,0,GSL_2009_10.tif
0.3855997,0.24698515,0.2392538,0.015900273,0.2906129,0,GSL_2009_10.tif
0.4553434,0.31416324,0.29029503,0.039486866,0.35326722,0,GSL_2009_10.tif
0.42796803,0.2879453,0.30116773,-0.022444597,0.33902702,0,GSL_2009_10.tif
0.45583728,0.3199226,0.30489263,0.024055019,0.36021748,0,GSL_2009_10.tif
0.41110536,0.27917734,0.27428803,0.008833977,0.32152358,0,GSL_2009_10.tif
0.36813733,0.23718566,0.23814641,-0.002021219,0.28115645,0,GSL_2009_10.tif
0.48271877,0.34626946,0.3368563,0.013779512,0.3886148,0,GSL_2009_10.tif
0.49263176,0.36109766,0.34581622,0.021617085,0.39984855,0,GSL_2009_10.tif
0.47629827,0.33646998,0.32266143,0.020949582,0.37847653,0,GSL_2009_10.tif
0.47379357,0.32856163,0.29965764,0.04600933,0.3673376,0,GSL_2009_10.tif
0.3991463,0.27560997,0.26467374,0.020241607,0.31314334,0,GSL_2009_10.tif
0.48469433,0.36586845,0.36091718,0.006812547,0.40382668,0,GSL_2009_10.tif
0.4415146,0.30496547,0.29250985,0.02084704,0.34632996,0,GSL_2009_10.tif
0.43833962,0.30573913,0.29995966,0.009541813,0.3480128,0,GSL_2009_10.tif
0.46680862,0.34940702,0.32729238,0.032680094,0.38116932,0,GSL_2009_10.tif
0.43131942,0.3194498,0.30655372,0.020600636,0.35244098,0,GSL_2009_10.tif
0.51686746,0.38757348,0.37918934,0.010934446,0.4278768,0,GSL_2009_10.tif
0.4921026,0.33083957,0.3237185,0.010879211,0.38222024,0,GSL_2009_10.tif
0.5007103,0.36883408,0.36741057,0.0019334686,0.41231832,0,GSL_2009_10.tif
0.5252282,0.41933584,0.39846823,0.025516612,0.44767746,0,GSL_2009_10.tif
0.4869168,0.33535248,0.3409839,-0.008326342,0.38775107,0,GSL_2009_10.tif
0.292608,0.23052777,0.3141666,-0.15355158,0.27910078,0,GSL_2020_10.tif
0.31026635,0.24824657,0.32478756,-0.13357121,0.29443347,0,GSL_2020_10.tif
0.30174607,0.23715383,0.31780472,-0.14532751,0.2855682,0,GSL_2020_10.tif
0.35049957,0.287855,0.35421523,-0.10335338,0.3308566,0,GSL_2020_10.tif
0.3835253,0.31761312,0.37977007,-0.0891287,0.36030284,0,GSL_2020_10.tif
0.2916041,0.22969952,0.3120835,-0.15206057,0.2777957,0,GSL_2020_10.tif
0.30576167,0.23901741,0.31912503,-0.14352514,0.28796804,0,GSL_2020_10.tif
0.30699724,0.24076267,0.31912503,-0.1399606,0.28896165,0,GSL_2020_10.tif
0.3129949,0.24824657,0.32596114,-0.13534203,0.2957342,0,GSL_2020_10.tif
0.3298295,0.26504835,0.33708087,-0.11962946,0.3106529,0,GSL_2020_10.tif
0.24346839,0.18355376,0.27675858,-0.20248125,0.23459357,0,GSL_2020_10.tif
0.25317276,0.19349284,0.28526706,-0.19169112,0.24397755,0,GSL_2020_10.tif
0.26395825,0.20328403,0.29113498,-0.17768487,0.25279242,0,GSL_2020_10.tif
0.28848943,0.22221562,0.30665568,-0.15966056,0.27245358,0,GSL_2020_10.tif
0.30362517,0.24008232,0.31871426,-0.14071631,0.28747392,0,GSL_2020_10.tif
0.27909395,0.20594628,0.29307142,-0.17459293,0.25937057,0,GSL_2020_10.tif
0.2826205,0.20618293,0.294333,-0.17611808,0.2610455,0,GSL_2020_10.tif
0.27373984,0.20698161,0.295888,-0.17679775,0.2588698,0,GSL_2020_10.tif
0.28673905,0.22348759,0.30709577,-0.15757753,0.27244082,0,GSL_2020_10.tif
0.32972655,0.26830223,0.33807844,-0.11506978,0.31203577,0,GSL_2020_10.tif
0.3015916,0.23324919,0.31842086,-0.1543885,0.28442058,0,GSL_2020_10.tif
0.30995744,0.24277416,0.32575577,-0.14595795,0.29282913,0,GSL_2020_10.tif
0.29711267,0.23014323,0.31663114,-0.15817812,0.2812957,0,GSL_2020_10.tif
0.29556823,0.22940372,0.31381455,-0.15538998,0.2795955,0,GSL_2020_10.tif
0.2966236,0.23561564,0.31589764,-0.1455665,0.2827123,0,GSL_2020_10.tif
0.61614347,0.5682389,0.61205983,-0.03712694,0.5988141,0,GSL_2014_08.tif
0.56359744,0.5017615,0.5263986,-0.0239623,0.5305858,0,GSL_2014_08.tif
0.62867224,0.5846769,0.6281356,-0.035832964,0.61382824,0,GSL_2014_08.tif
0.59414023,0.54461783,0.58564955,-0.036302634,0.5748026,0,GSL_2014_08.tif
0.57406926,0.51036036,0.5400248,-0.028241476,0.54148483,0,GSL_2014_08.tif
0.60607684,0.54454875,0.5650189,-0.01844874,0.5718815,0,GSL_2014_08.tif
0.5917716,0.52672935,0.5457662,-0.017750017,0.5547557,0,GSL_2014_08.tif
0.6448786,0.5995955,0.6147391,-0.012470715,0.61973774,0,GSL_2014_08.tif
0.68576854,0.6258066,0.6493404,-0.01845571,0.65363854,0,GSL_2014_08.tif
0.66373414,0.6086088,0.6404987,-0.025530143,0.63761383,0,GSL_2014_08.tif
0.5765937,0.52344865,0.55491406,-0.02917885,0.55165213,0,GSL_2014_08.tif
0.59781784,0.5442725,0.56934404,-0.022513622,0.57047814,0,GSL_2014_08.tif
0.5996878,0.54123354,0.565593,-0.022008367,0.5688381,0,GSL_2014_08.tif
0.63845843,0.57210666,0.5850371,-0.011174447,0.5985341,0,GSL_2014_08.tif
0.6406712,0.5764579,0.59345776,-0.014530814,0.603529,0,GSL_2014_08.tif
0.64438,0.5858511,0.61366737,-0.023189534,0.6146328,0,GSL_2014_08.tif
0.6198211,0.5594673,0.5807502,-0.018665643,0.5866795,0,GSL_2014_08.tif
0.6104089,0.55021226,0.57263577,-0.019970188,0.5777523,0,GSL_2014_08.tif
0.5607925,0.4990333,0.52149934,-0.022014007,0.5271084,0,GSL_2014_08.tif
0.6570334,0.5799804,0.5787599,0.0010532677,0.6052579,0,GSL_2014_08.tif
0.58189195,0.5204097,0.5311448,-0.010208777,0.5444822,0,GSL_2014_08.tif
0.63926876,0.5767342,0.59345776,-0.014291296,0.6031536,0,GSL_2014_08.tif
0.5869097,0.5261768,0.5055766,0.019966185,0.53955436,0,GSL_2014_08.tif
0.5686152,0.508979,0.5297286,-0.019976314,0.5357743,0,GSL_2014_08.tif
0.6172343,0.55332035,0.5713727,-0.01605089,0.58064246,0,GSL_2014_08.tif
0.40745932,0.2432035,0.23632735,0.014339309,0.2956634,0,GSL_2011_12.tif
0.33265164,0.17106186,0.17726031,-0.017795116,0.22699125,0,GSL_2011_12.tif
0.3007818,0.15947217,0.17320798,-0.041288227,0.21115398,0,GSL_2011_12.tif
0.28372923,0.14784048,0.16611642,-0.0582114,0.19922872,0,GSL_2011_12.tif
0.29454482,0.15573491,0.17219491,-0.050193515,0.20749156,0,GSL_2011_12.tif
0.42325005,0.25777462,0.24782361,0.019681616,0.3096161,0,GSL_2011_12.tif
0.3675138,0.21003011,0.2096789,0.00083678117,0.26240763,0,GSL_2011_12.tif
0.28747863,0.15434918,0.17792103,-0.07094159,0.20658295,0,GSL_2011_12.tif
0.2832966,0.1471686,0.16990447,-0.07170521,0.20012324,0,GSL_2011_12.tif
0.2832966,0.1471686,0.17276752,-0.08001232,0.20107758,0,GSL_2011_12.tif
0.42970333,0.25895038,0.23848565,0.041140348,0.30904648,0,GSL_2011_12.tif
0.3360766,0.18785852,0.1766877,0.030642994,0.23354094,0,GSL_2011_12.tif
0.31913218,0.17551297,0.1768639,-0.0038337377,0.22383635,0,GSL_2011_12.tif
0.29119197,0.15035997,0.16875924,-0.05765623,0.20343705,0,GSL_2011_12.tif
0.28902885,0.15451716,0.17126992,-0.051422276,0.20493865,0,GSL_2011_12.tif
0.42746812,0.2527776,0.23883803,0.028354561,0.30636126,0,GSL_2011_12.tif
0.37065032,0.21523707,0.20113379,0.033871833,0.2623404,0,GSL_2011_12.tif
0.30835268,0.1734134,0.1671295,0.018452521,0.21629854,0,GSL_2011_12.tif
0.29458085,0.15367731,0.15470825,-0.0033430017,0.20098881,0,GSL_2011_12.tif
0.2695969,0.14141576,0.15338685,-0.040606987,0.18813317,0,GSL_2011_12.tif
0.42090666,0.25462523,0.26059726,-0.01159114,0.31204304,0,GSL_2011_12.tif
0.3526965,0.20045601,0.19161963,0.022537362,0.2482574,0,GSL_2011_12.tif
0.28506315,0.14981408,0.1466036,0.010830913,0.19382696,0,GSL_2011_12.tif
0.27770856,0.13688067,0.14290366,-0.021527182,0.18583095,0,GSL_2011_12.tif
0.29083145,0.1437673,0.1555011,-0.03920815,0.19669993,0,GSL_2011_12.tif
0.5853085,0.5355386,0.5091051,0.025303848,0.5433174,0,GSL_1997_10.tif
0.6043771,0.5467047,0.5434204,0.0030128032,0.56483406,0,GSL_1997_10.tif
0.59973013,0.5424993,0.5195489,0.021609556,0.5539261,0,GSL_1997_10.tif
0.6766855,0.63177943,0.64642143,-0.011455155,0.6516288,0,GSL_1997_10.tif
0.6526895,0.5946076,0.6009993,-0.0053459867,0.6160988,0,GSL_1997_10.tif
0.63618475,0.6082872,0.5651368,0.03677306,0.6032029,0,GSL_1997_10.tif
0.63618475,0.6123476,0.6086802,0.0030035444,0.6190708,0,GSL_1997_10.tif
0.6106665,0.55787075,0.5263456,0.0290764,0.56496096,0,GSL_1997_10.tif
0.6077021,0.54317605,0.5159571,0.025699235,0.5556118,0,GSL_1997_10.tif
0.66058135,0.6017616,0.5925448,0.0077172644,0.6182959,0,GSL_1997_10.tif
0.54897404,0.46907398,0.4831338,-0.014765471,0.5003939,0,GSL_1997_10.tif
0.50963503,0.44722524,0.43616444,0.012520852,0.46434155,0,GSL_1997_10.tif
0.6127897,0.54220927,0.51916206,0.021714538,0.5580537,0,GSL_1997_10.tif
0.6468808,0.57561076,0.5172833,0.05336966,0.579925,0,GSL_1997_10.tif
0.5403611,0.47245762,0.45489693,0.018936308,0.4892386,0,GSL_1997_10.tif
0.56047124,0.4947414,0.50164527,-0.0069288863,0.5189526,0,GSL_1997_10.tif
0.6277321,0.5575807,0.5319267,0.023546418,0.57241315,0,GSL_1997_10.tif
0.5885133,0.5352003,0.49545637,0.038561717,0.53972334,0,GSL_1997_10.tif
0.60209364,0.5213756,0.5113154,0.009741715,0.54492825,0,GSL_1997_10.tif
0.5720486,0.52113396,0.5260141,-0.0046603973,0.5397322,0,GSL_1997_10.tif
0.57208866,0.5012187,0.49413016,0.007121629,0.5224791,0,GSL_1997_10.tif
0.5077923,0.4239747,0.4140612,0.011829437,0.44860938,0,GSL_1997_10.tif
0.5351933,0.45500764,0.49269345,-0.039765462,0.49429813,0,GSL_1997_10.tif
0.59716624,0.5140766,0.5337502,-0.018775592,0.548331,0,GSL_1997_10.tif
0.56888384,0.49130943,0.50722635,-0.015940238,0.52247316,0,GSL_1997_10.tif
0.1751383,0.17560077,0.15364541,0.06668351,0.16812815,1,GSL_1999_11.tif
0.17281345,0.17731178,0.15653402,0.062237415,0.16888642,1,GSL_1999_11.tif
0.17971301,0.17352957,0.15525019,0.055597454,0.1694976,1,GSL_1999_11.tif
0.17971301,0.17352957,0.15525019,0.055597454,0.1694976,1,GSL_1999_11.tif
0.18886243,0.17605104,0.15621306,0.05970526,0.17370884,1,GSL_1999_11.tif
0.17971301,0.17515051,0.15578513,0.05851689,0.17021622,1,GSL_1999_11.tif
0.1814379,0.17515051,0.15439431,0.06298426,0.17032759,1,GSL_1999_11.tif
0.1814379,0.17515051,0.1521476,0.07028099,0.16957867,1,GSL_1999_11.tif
0.18031298,0.1717285,0.15011488,0.06715552,0.16738546,1,GSL_1999_11.tif
0.19193724,0.17217878,0.1530035,0.058967598,0.17237318,1,GSL_1999_11.tif
0.1814379,0.1713683,0.1499009,0.06682039,0.16756904,1,GSL_1999_11.tif
0.18203786,0.17046776,0.15011488,0.06348697,0.16754015,1,GSL_1999_11.tif
0.18203786,0.17046776,0.15011488,0.06348697,0.16754015,1,GSL_1999_11.tif
0.1751383,0.1700175,0.15653402,0.041290388,0.16722994,1,GSL_1999_11.tif
0.17738816,0.17470025,0.15728292,0.05246433,0.16979043,1,GSL_1999_11.tif
0.18541265,0.18055367,0.15717594,0.06922005,0.17438076,1,GSL_1999_11.tif
0.18541265,0.18055367,0.15717594,0.06922005,0.17438076,1,GSL_1999_11.tif
0.18083794,0.17506045,0.15578513,0.0582606,0.17056118,1,GSL_1999_11.tif
0.1768632,0.17127824,0.15803182,0.040224634,0.16872442,1,GSL_1999_11.tif
0.18031298,0.16920702,0.1522546,0.05273529,0.1672582,1,GSL_1999_11.tif
0.16996363,0.1717285,0.1530035,0.057662778,0.16489854,1,GSL_1999_11.tif
0.16996363,0.1717285,0.15086378,0.06467811,0.1641853,1,GSL_1999_11.tif
0.17581326,0.17298925,0.15353842,0.059568517,0.16744697,1,GSL_1999_11.tif
0.18331279,0.1679463,0.15129171,0.05216963,0.16751693,1,GSL_1999_11.tif
0.1831628,0.16749603,0.15653402,0.03383012,0.16906428,1,GSL_1999_11.tif
0.6752176,0.67556673,0.72707295,-0.036720898,0.6926191,0,GSL_2025_06.tif
0.68064916,0.67544216,0.7201418,-0.032029342,0.6920777,0,GSL_2025_06.tif
0.68064916,0.684849,0.7393949,-0.038298104,0.70163107,0,GSL_2025_06.tif
0.6899522,0.6882754,0.7409352,-0.036845356,0.7063876,0,GSL_2025_06.tif
0.73398244,0.72272587,0.75694275,-0.023124676,0.73788375,0,GSL_2025_06.tif
0.7016242,0.70067257,0.74555594,-0.03103475,0.7159509,0,GSL_2025_06.tif
0.6741775,0.6666582,0.7140909,-0.03435282,0.68497556,0,GSL_2025_06.tif
0.68677413,0.68659335,0.73196876,-0.031986877,0.7017787,0,GSL_2025_06.tif
0.75735545,0.7495137,0.75223947,-0.0018150642,0.7530362,0,GSL_2025_06.tif
0.7640005,0.75487125,0.7661017,-0.0073837354,0.7616578,0,GSL_2025_06.tif
0.75807774,0.7493268,0.6833959,0.046017874,0.73026687,0,GSL_2025_06.tif
0.71104276,0.7008906,0.68705404,0.009969096,0.6996625,0,GSL_2025_06.tif
0.68238264,0.66653365,0.66128236,0.0039548287,0.6700662,0,GSL_2025_06.tif
0.5835168,0.55863464,0.5543177,0.0038788025,0.5654897,0,GSL_2025_06.tif
0.6007938,0.59025055,0.5822897,0.0067894044,0.59111136,0,GSL_2025_06.tif
0.7412053,0.7288933,0.67096394,0.041382287,0.7136875,0,GSL_2025_06.tif
0.7115628,0.69762003,0.68603635,0.008371788,0.6984064,0,GSL_2025_06.tif
0.7184101,0.6977446,0.6967081,0.00074331963,0.7042876,0,GSL_2025_06.tif
0.70942485,0.704535,0.733564,-0.02018567,0.7158413,0,GSL_2025_06.tif
0.71815,0.70372516,0.7249826,-0.014878792,0.71561927,0,GSL_2025_06.tif
0.68053365,0.6713617,0.652646,0.014135617,0.66818047,0,GSL_2025_06.tif
0.6749287,0.64909035,0.64852035,0.00043926793,0.65751314,0,GSL_2025_06.tif
0.7236683,0.70596784,0.7026215,0.0023756546,0.71075255,0,GSL_2025_06.tif
0.73224896,0.72222745,0.72564274,-0.002358833,0.72670645,0,GSL_2025_06.tif
0.77258116,0.7697603,0.7201418,0.03330316,0.7541611,0,GSL_2025_06.tif
0.0006585813,0.020242585,0.019638743,0.015140582,0.013513303,1,GSL_2003_03.tif
1.358923e-06,0.020899436,0.006438628,0.52894306,0.009113141,1,GSL_2003_03.tif
7.054023e-05,0.020078372,0.013570234,0.19340906,0.011239715,1,GSL_2003_03.tif
0.07665549,0.05245405,0.059080254,-0.059409026,0.06272993,1,GSL_1996_07.tif
0.07787633,0.06555264,0.05648314,0.07431775,0.06663737,1,GSL_1996_07.tif
0.08136442,0.06547077,0.05949765,0.047796648,0.06877761,1,GSL_1996_07.tif
0.07693454,0.06440651,0.05824547,0.050231457,0.066528834,1,GSL_1996_07.tif
0.07613228,0.06657597,0.057781696,0.07071699,0.06682998,1,GSL_1996_07.tif
0.081608586,0.049752466,0.060378812,-0.09648712,0.063913286,1,GSL_1996_07.tif
0.07428359,0.051799122,0.06010055,-0.0741857,0.06206109,1,GSL_1996_07.tif
0.08513156,0.063628785,0.061862882,0.0140717635,0.070207745,1,GSL_1996_07.tif
0.080073826,0.056711093,0.058152713,-0.012550583,0.06497921,1,GSL_1996_07.tif
0.071004786,0.049752466,0.057317927,-0.0706581,0.059358392,1,GSL_1996_07.tif
0.08105049,0.051799122,0.057503436,-0.05218781,0.063451014,1,GSL_1996_07.tif
0.07309764,0.0496706,0.057039663,-0.0690561,0.05993597,1,GSL_1996_07.tif
0.08258525,0.057447888,0.062419407,-0.041474845,0.06748418,1,GSL_1996_07.tif
0.08453859,0.05048926,0.057781696,-0.06735294,0.06426985,1,GSL_1996_07.tif
0.071004786,0.05392764,0.058152713,-0.037696473,0.06102838,1,GSL_1996_07.tif
0.09004977,0.053190846,0.06436724,-0.09507045,0.069202624,1,GSL_1996_07.tif
0.07658573,0.05048926,0.059080254,-0.07840606,0.062051754,1,GSL_1996_07.tif
0.072609305,0.047623947,0.054906316,-0.07102584,0.05837986,1,GSL_1996_07.tif
0.080073826,0.049097538,0.061491866,-0.112074174,0.063554406,1,GSL_1996_07.tif
0.080143586,0.04696902,0.05249471,-0.05555426,0.059869107,1,GSL_1996_07.tif
0.08405025,0.05392764,0.056204874,-0.020677019,0.06472759,1,GSL_1996_07.tif
0.08670121,0.04557729,0.061584618,-0.14937375,0.06462104,1,GSL_1996_07.tif
0.07309764,0.046314087,0.054906316,-0.0848855,0.058106016,1,GSL_1996_07.tif
0.07805073,0.052617785,0.05935852,-0.060197324,0.06334234,1,GSL_1996_07.tif
0.096746914,0.046395954,0.07169482,-0.21423055,0.07161257,1,GSL_1996_07.tif
0.24158147,0.2053071,0.16970362,0.094939634,0.20553072,1,GSL_2013_07.tif
